str_no_string|NO STRING! 
str_npc4_intel_mission|队 长 ， 如 果 你 能 给 我 几 天 的 时 间 ， 我 就 可 以 去 拜 访 住 在 {s17}的 一 位 老 战 友 ， 他 时 常 率 领 着 一 支 小 队 ， 为 {s18}工 作 。 他 是 个 非 常 不 错 的 家 伙 ， 少 言 多 听 。 而 且 我 确 定 和 他 喝 上 一 两 杯 后 我 将 能 从 他 口 中 套 出 这 一 地 区 的 政 治 状 况 和 走 向 。 
str_npc5_intel_mission|如 果 你 愿 意 的 话 ， {playername}阁 下 ， 我 可 以 花 上 几 天 时 间 去 拜 访 一 下 姨 母 家 人 ， 他 们 正 在 {s17}的 商 队 聚 点 工 作 ， 能 听 到 {s18}各 地 的 小 道 消 息 。 如 果 你 有 兴 趣 ， 我 可 以 试 着 从 他 们 口 中 获 得 一 些 关 于 那 些 大 领 主 们 的 世 仇 和 彼 此 抗 争 的 情 报 。 
str_npc6_intel_mission|队 长 — — 虽 然 我 在 {s17}不 是 非 常 受 欢 迎 ， 但 我 能 联 系 附 近 我 以 前 领 地 的 佃 户 。 我 从 那 销 声 匿 迹 前 ， 把 土 地 的 所 有 权 赠 与 了 他 们 ， 现 在 他 们 已 经 在 当 地 社 会 获 得 了 不 错 的 地 位 ， 也 就 不 会 像 大 多 数 人 一 样 因 为 我 过 去 的 罪 行 而 针 对 我 。 如 果 你 能 给 我 几 天 时 间 ， 我 有 信 心 从 {s18}获 得 一 些 有 价 值 的 情 报 。 
str_npc7_intel_mission|队 长 ， 当 我 离 开 我 在 {s17}的 故 居 时 ， 我 曾 告 诉 自 己 ， 除 非 是 为 了 向 那 些 伤 害 过 我 的 家 伙 复 仇 ， 否 则 我 永 远 也 不 会 回 到 这 里 。 或 许 我 当 时 过 于 轻 率 了 ， 事 实 上 ， 我 偶 尔 也 会 想 起 我 的 家 人 ， 不 知 道 他 们 现 在 过 得 怎 样 。 或 许 我 可 以 给 他 们 带 去 一 些 礼 物 ， 让 他 们 看 看 我 的 成 就 ！ 总 之 ， 他 们 虽 是 一 些 可 怜 又 可 恨 的 小 老 百 姓 ， 却 和 所 有 贵 族 们 圈 养 的 哈 巴 狗 一 样 ， 随 时 夹 着 尾 巴 听 着 贵 族 们 嘴 里 的 每 一 句 话 ， 每 一 个 单 词 。 如 果 你 能 给 我 几 天 时 间 来 拜 访 他 们 ， 也 许 我 能 获 得 一 些 关 于 {s18}的 重 要 情 报 。 
str_npc8_intel_mission|如 果 你 对 发 生 在 {s18}的 事 情 感 兴 趣 ， 我 曾 经 的 一 位 战 友 退 休 后 在 {s17}附 近 经 营 着 一 座 农 场 。 他 和 许 多 其 他 的 老 战 士 都 保 持 着 联 系 。 我 可 以 去 走 一 趟 ， 深 入 了 解 那 边 的 局 势 。 
str_npc9_intel_mission|{先 生 /尊 敬 的 女 士 }— — 我 已 久 未 领 略 {s17}的 乐 子 。 在 那 里 ， 像 我 这 样 的 名 门 子 弟 常 常 参 与 那 些 富 有 和 慷 慨 的 大 领 主 们 举 办 的 宴 会 。 如 果 你 同 意 的 话 ， 我 很 乐 意 去 那 里 打 探 消 息 ， 告 诉 你 {s18}大 贵 族 们 心 中 的 忧 虑 。 
str_npc10_intel_mission|队 长 — — 我 想 我 的 一 些 驻 扎 在 {s17}的 老 伙 计 们 会 很 高 兴 看 到 我 去 拜 访 他 们 。 他 们 都 是 些 好 小 伙 子 ， 绝 不 会 背 叛 他 们 的 城 镇 ， 不 过 和 我 一 样 ， 他 们 对 那 些 贵 族 也 没 有 什 么 特 别 的 感 情 ， 这 么 一 来 ， 我 很 有 可 能 从 他 们 嘴 里 旁 敲 侧 击 出 一 些 政 治 小 道 消 息 。 贵 族 总 为 鸡 毛 蒜 皮 吵 架 ， 但 小 伙 们 能 察 觉 是 否 有 真 正 的 异 见 在 酝 酿 。 
str_npc11_intel_mission|{老 兄 /小 姑 娘 }— — 我 想 我 已 经 很 久 没 有 去 拜 访 我 在 {s17}的 亲 戚 了 。 多 年 来 他 们 对 我 不 薄 ， 艰 难 时 期 帮 过 我 ， 所 以 我 觉 得 我 应 该 和 他 们 分 享 近 来 的 财 富 。 我 常 从 帕 拉 汶 谷 物 商 人 那 里 批 发 商 品 ， 以 让 他 们 信 任 我 。 我 估 计 他 们 会 被 说 服 爆 料 一 些 关 于 发 生 在 {s18}事 件 的 珍 闻 。 
str_npc12_intel_mission|如 果 你 同 意 的 话 ， 我 可 以 去 拜 访 一 位 现 在 受 雇 于 {s17}领 主 的 同 窗 。 我 曾 对 他 寄 予 厚 望 ， 可 是 最 近 我 听 说 他 热 衷 于 用 甜 瓜 来 治 疗 中 风 ， 理 由 是 其 凉 性 可 平 衡 过 多 的 黄 胆 汁 。 这 是 牵 强 可 笑 的 医 学 谬 论 ， 所 以 我 必 须 得 和 他 好 好 谈 谈 并 矫 正 他 的 错 误 。 当 然 ， 我 还 可 以 向 他 咨 询 一 些 {s18}最 新 的 形 势 ， 我 想 你 会 对 此 感 兴 趣 的 。 
str_npc13_intel_mission|噢 ！ 英 勇 的 大 人 ！ 在 你 的 允 许 下 ， 我 认 为 我 或 许 可 以 去 拜 访 一 下 位 于 {s17}的 溪 谷 。 我 尽 量 不 回 旧 日 牧 场 ， 但 我 得 承 认 ， 我 的 确 是 想 去 看 看 那 位 与 我 交 好 的 美 丽 的 牧 羊 女 现 在 过 得 怎 样 。 路 过 时 ， 我 或 能 顺 道 进 堡 垒 ， 凭 我 的 魅 力 进 入 领 主 大 厅 不 难 ， 这 样 一 来 ， 我 将 能 给 你 提 供 一 些 来 自 {s18}的 最 新 消 息 。 
str_npc14_intel_mission|队 长 … … 如 你 所 知 ， 我 曾 训 练 过 {s17}的 驻 军 。 其 中 一 人 近 来 联 系 我 ， 提 议 如 果 我 愿 意 去 他 们 那 里 走 一 趟 ， 他 们 很 乐 意 提 供 一 些 关 于 {s18}的 情 报 。 如 果 你 允 许 的 话 ， 我 很 乐 意 这 么 做 。 虽 然 做 叛 徒 是 耻 辱 ， 但 利 用 叛 徒 并 不 失 体 面 。 
str_npc15_intel_mission|队 长 。 你 也 许 知 道 ， 我 一 直 打 算 去 {s17}学 习 石 工 — — 那 是 古 卡 拉 迪 亚 风 格 的 最 杰 出 典 范 之 一 。 如 果 成 行 ， 我 的 同 事 现 在 正 在 那 里 忙 着 修 筑 护 城 墙 。我 想 他 的 职 业 操 守 会 阻 止 他 透 露 任 何 防 御 弱 点 ， 但 若 你 感 兴 趣 ， 他 应 该 乐 于 分 享 对 {s18}总 体 情 况 的 看 法 。 
str_npc16_intel_mission|唉 ， 队 长 ！ 我 想 去 拜 访 一 下 我 在 {s17}的 老 姑 妈 。 那 里 的 领 主 夫 妇 曾 雇 我 办 事 ， 却 拖 欠 报 酬 。 不 过 夫 人 手 上 的 某 件 亮 闪 首 饰 很 适 合 抵 债 。 我 知 道 没 必 要 麻 烦 他 们 知 道 我 的 拜 访 ， 所 以 我 可 以 见 见 我 的 老 朋 友 — — 一 个 城 堡 看 守 ， 他 会 让 我 进 去 — — 聊 聊 关 于 {s18}的 动 静 。 
str_npc1_fief_acceptance|老 大 ， 你 决 定 把 {s17}分 封 给 我 吗 ？ 我 想 说 ， 长 久 以 来 ， 这 是 别 人 为 我 做 过 的 最 仁 慈 的 事 情 了 。 嘿 ， 我 会 尽 力 而 为 的 — — 你 放 心 。 不 过 不 得 不 说 — — 我 还 真 不 知 道 ， 当 其 他 领 主 发 现 老 波 尔 查 跻 身 他 们 的 贵 族 圈 时 ， 不 知 会 作 何 反 应 。 
str_npc2_fief_acceptance|把 {s17}作 为 我 的 封 地 ？ 我 向 来 习 惯 算 计 买 卖 商 货 ， 从 未 想 过 统 治 领 地 。 但 既 然 您 提 起 ， 我 敢 说 能 让 那 地 方 盈 利 颇 丰 。 我 感 谢 你 ， {我 的 大 人 /尊 敬 的 女 士 }— — 您 对 我 恩 重 如 山 。 
str_npc3_fief_acceptance|{陛 下 /尊 敬 的 女 士 }， 您 赐 我 {s17}实 在 太 宽 厚 了 。 我 很 高 兴 能 收 下 它 们 ， 以 后 我 会 全 心 全 意 的 努 力 提 升 此 地 居 民 的 物 质 与 精 神 生 活 品 质 。 
str_npc4_fief_acceptance|你 能 把 {s17}分 封 给 我 ， 实 在 是 太 好 了 — — 而 且 是 最 恰 当 的 。 能 有 罗 尔 夫 家 的 伯 爵 作 为 封 臣 ， 国 王 必 定 引 以 为 傲 。 
str_npc5_fief_acceptance|阁 下 — — 能 统 治 {s17}我 欣 喜 至 极 。 我 会 向 着 崇 山 峻 岭 ， 向 着 所 有 的 亲 族 宣 告 ： 跟 随 我 ， 为 您 征 战 ， 光 荣 地 赢 取 富 贵 — — 他 们 必 然 纷 至 沓 来 为 您 而 战 ！ 
str_npc6_fief_acceptance|{先 生 /夫 人 }— — 您 竟 认 为 我 有 资 格 统 治 领 民 ， 我 甚 感 惊 讶 ， 因 为 我 才 刚 开 始 学 会 自 律 ， 这 太 让 我 意 外 了 。 不 过 ， 如 果 你 当 真 希 望 如 此 ， 我 将 以 你 的 名 义 ， 无 比 荣 幸 地 治 理 {s17}, 为 保 护 生 活 在 这 里 的 人 们 奉 献 一 生 。 
str_npc7_fief_acceptance|是 ， 我 接 受 {s17}— — 必 让 它 的 名 声 令 全 卡 拉 迪 亚 的 盗 匪 闻 风 丧 胆 。 谢 谢 你 ， {陛 下 /夫 人 }， 给 了 我 这 个 机 会 。 
str_npc8_fief_acceptance|您 要 封 我 为 封 臣 ？ 那 我 可 以 暂 缓 索 回 继 承 权 ， 再 把 我 的 大 殿 修 在 {s17}。 总 有 一 天 ， 我 会 漂 洋 过 海 ， 去 取 回 属 于 我 的 东 西 ， 但 此 前 ， 我 乐 意 组 建 一 支 经 战 阵 练 的 诺 德 战 团 ， 举 您 的 旗 帜 征 战 。 
str_npc9_fief_acceptance|{陛 下 /尊 敬 的 女 士 }， 我 生 而 受 到 不 公 ， 被 剥 离 继 承 权 ， 而 今 您 慷 慨 赐 予 ， 是 我 命 中 伯 乐 。 能 为 你 效 劳 ， 为 你 奋 战 ， 为 你 守 住 这 片 领 地 将 是 我 最 大 的 荣 耀 。 
str_npc10_fief_acceptance|你 要 封 我 为 贵 族 ？ 谢 谢 ， 不 必 了 — — 除 非 你 能 称 呼 我 为 “ 护 民 官 ”— — “ 护 民 官 ” 是 古 时 候 人 民 的 公 仆 — — 或 许 我 才 愿 意 帮 你 管 理 {s17}。 我 会 让 饥 民 果 腹 ， {兄 弟 /姐 妹 }， 我 还 会 训 练 一 支 罗 多 克 步 兵 队 来 为 你 作 战 。 但 我 不 保 证 那 些 名 门 贵 族 会 觉 得 跟 我 平 起 平 坐 是 件 舒 服 的 事 。 
str_npc11_fief_acceptance|啊 ！ 你 给 了 老 凯 特 琳 一 个 贵 族 头 衔 ？ 我 若 拒 绝 就 是 傻 瓜 ， 是 吧 ？ 天 呐 ， 人 生 是 多 么 地 曲 里 拐 弯 啊 … … 谁 能 想 到 我 这 一 把 老 骨 头 竟 然 也 能 忝 居 卡 拉 迪 亚 诸 国 的 贵 族 之 列 。 
str_npc12_fief_acceptance|好 吧 ，{陛 下 /尊 敬 的 女 士 }， 但 我 必 须 让 你 明 白 ， 我 不 觉 得 分 封 制 是 什 么 好 事 。 农 民 和 地 主 应 该 在 君 主 疏 远 的 监 督 下 自 治 。 话 虽 如 此 ， 卡 拉 迪 亚 流 血 太 多 ， 现 在 不 宜 颠 覆 社 会 秩 序 。 把 土 地 给 我 ， 我 会 努 力 为 它 铺 就 明 日 辉 煌 — — 若 我 这 辈 子 做 不 到 ， 或 许 下 一 代 可 以 。 
str_npc13_fief_acceptance|你 是 如 此 的 宽 厚 仁 慈 ，{陛 下 /尊 敬 的 女 士 }。 请 允 许 我 对 您 选 中 我 的 智 慧 致 以 最 高 敬 意 。 说 真 的 ， 您 的 明 辨 力 超 过 拉 米 努 尔 国 王 — — 他 曾 凭 一 根 头 发 判 断 人 的 品 格 。 您 的 判 断 力 胜 过 阿 肯 布 拉 皇 帝 — — 连 精 灵 都 向 他 投 诉 争 端 。 总 之 ， 我 接 受 。 
str_npc14_fief_acceptance|队 长 ， 你 给 了 我 莫 大 的 荣 耀 。 在 杰 罗 亚 ， 像 我 这 样 在 家 族 中 次 子 几 乎 没 机 会 能 拥 有 自 己 的 领 地 。 但 在 这 里 ， 卡 拉 迪 亚 ， 一 个 人 仍 然 有 机 会 ， 用 剑 来 争 取 那 些 曾 被 出 身 所 否 定 的 东 西 ！ 我 将 作 为 你 的 封 臣 统 治 {s17}, 组 建 军 队 为 您 的 荣 耀 和 我 的 荣 誉 而 战 。 
str_npc15_fief_acceptance|好 的 ，{先 生 /尊 敬 的 女 士 }， 您 此 举 宽 宏 大 量 ， 足 见 您 是 能 把 这 片 可 怜 土 地 从 庸 主 手 中 救 出 的 君 主 。 我 猜 附 近 很 多 贵 族 会 觉 得 我 这 等 平 民 不 配 领 地 。 哼 ， 等 他 们 看 到 我 的 治 绩 和 收 益 ， 定 会 改 变 态 度 ！ 
str_npc16_fief_acceptance|噢 ， 您 实 在 是 太 慷 慨 了 ，{陛 下 /尊 敬 的 女 士 }。 我 无 数 次 出 入 那 些 厅 堂 庄 园 — — 虽 然 我 得 承 认 ， 并 非 都 有 其 主 人 允 许 — — 但 我 从 来 没 想 过 自 己 可 以 拥 有 一 处 那 样 的 地 方 。 让 我 想 想 … … 等 收 齐 了 第 一 年 的 租 子 ， 我 该 给 自 己 买 个 什 么 样 的 小 玩 意 戴 戴 ？ 
str_npc3_woman_to_woman|尊 敬 的 女 士 ， 若 你 不 介 意 我 说 — — 我 想 迄 今 为 止 ， 你 已 证 明 自 己 是 这 片 王 国 的 伟 大 战 士 之 一 。 但 很 奇 怪 ， 还 没 有 国 王 打 算 赐 给 你 一 片 封 地 。 也 许 因 为 你 是 个 女 子 。 但 无 所 谓 — — 我 个 人 相 信 ， 你 必 将 在 王 国 贵 族 中 占 有 一 席 之 地 ， 即 便 需 要 付 出 双 倍 的 时 间 和 努 力 去 赢 得 应 得 的 东 西 ！ 
str_npc7_woman_to_woman|长 官 。 如 果 你 不 介 意 的 话 ， 你 已 经 和 卡 拉 迪 亚 的 那 些 人 渣 们 奋 战 了 很 久 了 ， 随 着 他 们 的 败 亡 ， 这 片 土 地 变 得 更 好 了 。 你 完 全 应 该 有 一 块 属 于 自 己 的 封 地 — — 而 我 很 怀 疑 如 果 你 不 是 一 个 女 子 ， 早 就 有 国 王 将 领 地 封 赐 给 你 了 。 那 就 是 这 片 悲 凉 土 地 上 男 人 们 的 处 事 之 道 ： 他 们 让 我 们 站 在 战 列 的 最 前 方 抵 挡 敌 人 的 攻 击 ， 但 到 分 配 战 利 品 的 时 候 ， 他 们 又 希 望 我 们 转 过 头 去 不 要 看 。 
str_npc8_woman_to_woman|不 好 意 思 ，{playername}。 我 想 向 你 表 达 我 的 祝 贺 — — 看 上 去 你 正 在 让 自 己 变 成 一 个 令 人 畏 惧 的 战 士 。 如 果 你 是 个 男 人 ， 我 怀 疑 这 片 大 陆 上 的 大 小 诸 王 都 会 争 先 恐 后 地 请 你 去 做 他 们 的 封 臣 。 可 叹 这 世 界 ， 像 我 们 这 样 的 女 人 ， 总 是 要 付 出 双 倍 的 努 力 才 能 获 得 只 有 我 们 才 应 有 的 东 西 。 
str_npc11_woman_to_woman|是 ， 小 姑 娘 ， 我 时 常 会 去 想 到 — — 你 已 经 扬 名 在 外 了 ， 不 是 吗 ？ 在 这 片 大 陆 四 处 征 战 。 啊 ， 我 怀 疑 如 果 你 身 为 男 人 ， 某 个 国 王 会 立 刻 给 你 封 地 。 好 吧 ， 你 可 以 继 续 得 到 你 所 应 得 的 — — 只 是 还 需 要 再 证 明 一 点 自 己 的 能 力 。 
str_npc16_woman_to_woman|唉 ， 队 长 — — 如 果 你 不 介 意 我 说 ， 你 最 近 名 声 大 起 啊 。 我 怀 疑 如 果 你 身 为 男 人 ， 某 个 国 王 会 立 刻 给 你 封 地 。 但 我 们 女 人 早 该 习 惯 这 种 事 。 男 人 总 会 找 借 口 忽 略 我 们 的 功 劳 ， 所 以 若 看 中 哪 片 土 地 ， 说 不 定 直 接 动 手 夺 取 更 实 在 。 无 论 如 何 ， 这 就 是 我 对 这 个 世 界 的 看 法 。 
str_npc1_turn_against|我 很 遗 憾 我 们 要 以 这 种 方 式 见 面 ， 老 大 。 擢 拔 之 恩 ， 我 其 实 未 敢 稍 忘 。 你 必 定 觉 得 我 是 个 忘 恩 负 义 之 辈 。 然 而 ， 人 各 有 命 — — 难 道 不 是 如 此 吗 ？ 
str_npc2_turn_against|这 是 个 悲 伤 的 日 子 。 我 从 未 想 过 自 己 会 和 老 长 官 沙 场 重 逢 。 即 使 最 后 我 获 得 了 胜 利 ， 那 也 不 会 带 来 半 分 喜 悦 。 
str_npc3_turn_against|噢 {playername}— — 这 是 我 们 人 生 中 一 个 多 么 悲 剧 性 的 转 折 ！ 我 只 期 盼 这 今 日 让 我 们 为 敌 的 战 争 洪 流 ， 他 日 能 让 我 们 重 拾 友 情 。 
str_npc4_turn_against|{playername}嗯 ， 好 吧 … … 我 不 知 该 说 什 么 。 如 果 我 们 必 须 开 战 ， 那 就 让 我 们 快 点 结 束 吧 。
str_npc5_turn_against| 阁 下 ！ 当 年 我 收 下 了 你 的 盐 ， 那 份 情 谊 倒 是 让 我 获 得 了 不 菲 的 回 报 ！ 但 我 要 提 醒 你 一 个 古 老 的 真 理 — — 库 吉 特 人 可 以 是 热 情 的 追 随 者 、 忠 诚 的 朋 友 ， 却 永 远 不 会 是 你 的 奴 隶 … … 无 论 如 何 ， 今 日 我 举 剑 而 来 与 你 为 敌 ， 但 希 望 有 朝 一 日 能 与 你 共 饮 一 杯 ， 重 续 友 谊 。 
str_npc6_turn_against|再 没 有 什 么 能 比 和 你 如 此 重 逢 更 让 我 悲 痛 的 了 ，{playername}。 我 不 想 纠 缠 于 何 故 走 到 这 一 步 ， 只 希 望 有 朝 一 日 我 们 能 冰 释 前 嫌 。 
str_npc7_turn_against|好 吧 ， 队 长 。 是 你 让 我 成 为 了 一 个 了 不 起 的 女 性 ， 我 对 此 一 直 心 存 感 激 。 然 而 ， 我 灵 魂 却 并 未 被 你 收 买 。 现 在 时 势 让 我 们 利 益 相 悖 ， 与 你 沙 场 争 锋 ， 我 并 无 丝 毫 愧 疚 。 我 依 然 期 盼 某 天 ， 当 时 势 不 同 的 时 候 ， 我 们 可 以 像 朋 友 那 样 再 会 。 
str_npc8_turn_against|所 以 如 今 我 们 竟 以 敌 人 的 身 份 相 会 了 ， 而 且 可 能 只 有 越 过 彼 此 的 盾 牌 才 会 打 个 照 面 。 这 日 子 真 叫 人 心 寒 。 有 时 候 ， 命 运 的 编 织 者 总 爱 开 残 酷 的 玩 笑 。 
str_npc9_turn_against|我 们 虽 然 反 目 成 仇 ， 但 时 势 所 迫 ， 非 我 之 过 。 想 让 你 知 道 ： 虽 然 心 如 铅 坠 ， 但 我 问 心 无 愧 。 
str_npc10_turn_against|好 吧 ， 看 上 去 命 运 的 浪 潮 竟 将 我 推 向 老 长 官 开 战 。 也 许 在 你 成 为 我 君 主 的 那 一 刻 起 ， 事 情 就 已 经 走 上 了 错 误 的 道 路 — — 我 想 大 概 我 本 就 不 适 合 臣 服 于 人 。 不 管 怎 样 ， 木 已 成 舟 。 或 等 到 世 事 变 幻 ， 再 无 主 仆 贵 贱 之 时 ， 我 们 依 然 能 平 等 相 聚 。 
str_npc11_turn_against|天 呐 ，{老 弟 /小 姑 娘 }。 看 来 现 在 我 们 是 敌 人 了 。 我 是 不 是 说 过 人 生 是 多 么 地 曲 里 拐 弯 啊 ？ 人 生 总 是 波 澜 诡 谲 ， 命 运 的 幽 默 有 时 太 过 残 酷 — — 我 也 无 言 以 对 了 。 
str_npc12_turn_against|那 么 ， 看 来 我 们 不 得 不 战 了 。 我 必 须 让 你 知 道 ，{先 生 /尊 敬 的 女 士 }， 我 并 没 有 背 叛 你 。 我 追 随 的 从 不 是 你 本 人 ， 而 是 我 信 仰 的 你 所 坚 持 的 信 念 。 既 然 你 已 抛 弃 ， 我 只 能 尽 力 阻 拦 。 但 我 对 你 本 人 并 无 敌 意 ， 希 望 异 日 能 以 友 人 之 名 相 逢 。 
str_npc13_turn_against|与 你 为 敌 是 件 痛 事 ， 队 长 — — 但 另 一 方 面 ， 能 在 战 场 上 与 你 这 等 传 奇 对 决 ， 实 在 是 难 得 的 荣 耀 。 实 话 实 说 ， 我 们 今 天 的 激 战 将 会 让 全 卡 拉 迪 亚 的 吟 游 诗 人 吃 喝 不 愁 ， 够 写 上 半 年 的 豪 壮 诗 篇 了 ， 你 说 呢 ？ 
str_npc14_turn_against|好 吧 ，{playername}。 我 们 以 敌 人 的 身 份 相 会 了 。 我 承 认 心 里 现 在 五 味 杂 陈 。 与 你 开 战 让 我 难 过 ， 但 若 在 战 场 上 取 胜 ， 便 算 击 败 了 卡 拉 迪 亚 最 值 得 敬 佩 的 敌 手 ， 也 算 证 明 了 我 军 事 造 诣 已 如 登 峰 造 极 般 精 炼 ！ 
str_npc15_turn_against|啊 … … 我 从 未 期 望 过 这 一 天 的 来 临 。 只 是 在 我 看 来 ， 如 果 你 能 一 直 信 任 我 的 话 ， 事 情 是 断 不 会 走 到 这 一 步 的 。 但 你 的 想 法 ， 肯 定 不 同 吧 。 
str_npc16_turn_against|你 好 啊 ， 队 长 ！ 那 么 ， 我 想 我 们 现 在 是 敌 人 了 ！若 真 要 动 手 ， 一 个 小 小 的 忠 告 — — 一 旦 杀 气 上 头 ， 我 可 控 制 不 住 自 己 。 但 请 记 住 ， 我 的 举 动 绝 无 私 怨 。 或 许 咱 们 各 退 一 步 ， 还 能 像 从 前 那 样 做 朋 友 ？ 
str_comment_intro_liege_affiliated|我 听 说 你 向 某 个 妄 图 篡 我 王 位 的 伪 君 誓 忠 。 但 我 们 仍 可 以 谈 谈 。 
str_comment_intro_famous_liege|你 的 名 声 来 的 比 你 的 人 快 ！ 或 许 你 该 效 忠 一 位 配 得 上 你 勇 武 的 主 君 了 。 
